"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2021年03月05日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A2101","A210101","A210102","A2102","A2201","A2301"
"調査年 コード","調査年","地域 コード","地域","/項目","A2101_住民基本台帳人口（日本人）【人】","A210101_住民基本台帳人口（日本人）（男）【人】","A210102_住民基本台帳人口（日本人）（女）【人】","A2102_行政区域内人口（住民基本台帳人口＋外国人登録人口）【人】","A2201_住民基本台帳人口（外国人）【人】","A2301_住民基本台帳人口（総数）【人】"
"2004100000","2004年度","27000","大阪府","","8,651,301","4,224,272","4,427,029","***","***","***"
"2004100000","2004年度","28000","兵庫県","","5,571,148","2,688,226","2,882,922","***","***","***"
"2004100000","2004年度","29000","奈良県","","1,434,548","688,853","745,695","***","***","***"
"2004100000","2004年度","30000","和歌山県","","1,067,114","507,599","559,515","***","***","***"
"2004100000","2004年度","31000","鳥取県","","612,191","293,262","318,929","***","***","***"
"2004100000","2004年度","32000","島根県","","747,469","356,730","390,739","***","***","***"
"2004100000","2004年度","33000","岡山県","","1,955,317","942,513","1,012,804","***","***","***"
"2004100000","2004年度","34000","広島県","","2,868,251","1,388,159","1,480,092","***","***","***"
"2004100000","2004年度","35000","山口県","","1,504,917","712,739","792,178","***","***","***"
"2004100000","2004年度","36000","徳島県","","818,998","391,534","427,464","***","***","***"
"2004100000","2004年度","37000","香川県","","1,027,405","495,072","532,333","***","***","***"
"2004100000","2004年度","38000","愛媛県","","1,490,831","706,778","784,053","***","***","***"
"2004100000","2004年度","39000","高知県","","804,721","379,794","424,927","***","***","***"
"2004100000","2004年度","40000","福岡県","","5,014,179","2,384,726","2,629,453","***","***","***"
"2004100000","2004年度","41000","佐賀県","","873,978","414,717","459,261","***","***","***"
"2004100000","2004年度","42000","長崎県","","1,502,058","707,001","795,057","***","***","***"
"2004100000","2004年度","43000","熊本県","","1,857,998","879,052","978,946","***","***","***"
"2004100000","2004年度","44000","大分県","","1,224,892","580,123","644,769","***","***","***"
"2004100000","2004年度","45000","宮崎県","","1,172,940","554,961","617,979","***","***","***"
"2004100000","2004年度","46000","鹿児島県","","1,763,004","828,732","934,272","***","***","***"
"2004100000","2004年度","47000","沖縄県","","1,372,388","677,637","694,751","***","***","***"
"2003100000","2003年度","01000","北海道","","5,650,573","2,701,143","2,949,430","***","***","***"
"2003100000","2003年度","02000","青森県","","1,479,358","707,870","771,488","***","***","***"
"2003100000","2003年度","03000","岩手県","","1,405,060","678,479","726,581","***","***","***"
"2003100000","2003年度","04000","宮城県","","2,350,026","1,147,848","1,202,178","***","***","***"
"2003100000","2003年度","05000","秋田県","","1,173,722","558,386","615,336","***","***","***"
"2003100000","2003年度","06000","山形県","","1,225,990","592,192","633,798","***","***","***"
"2003100000","2003年度","07000","福島県","","2,116,210","1,032,608","1,083,602","***","***","***"
"2003100000","2003年度","08000","茨城県","","2,991,804","1,495,404","1,496,400","***","***","***"
"2003100000","2003年度","09000","栃木県","","2,006,717","997,986","1,008,731","***","***","***"
"2003100000","2003年度","10000","群馬県","","2,022,780","999,865","1,022,915","***","***","***"
"2003100000","2003年度","11000","埼玉県","","6,980,889","3,525,294","3,455,595","***","***","***"
"2003100000","2003年度","12000","千葉県","","6,001,032","3,016,885","2,984,147","***","***","***"
"2003100000","2003年度","13000","東京都","","12,082,143","6,009,113","6,073,030","***","***","***"
"2003100000","2003年度","14000","神奈川県","","8,600,109","4,355,073","4,245,036","***","***","***"
"2003100000","2003年度","15000","新潟県","","2,455,996","1,192,961","1,263,035","***","***","***"
"2003100000","2003年度","16000","富山県","","1,118,661","539,805","578,856","***","***","***"
"2003100000","2003年度","17000","石川県","","1,175,071","567,181","607,890","***","***","***"
"2003100000","2003年度","18000","福井県","","824,824","400,155","424,669","***","***","***"
"2003100000","2003年度","19000","山梨県","","882,678","433,943","448,735","***","***","***"
"2003100000","2003年度","20000","長野県","","2,200,896","1,075,953","1,124,943","***","***","***"
"2003100000","2003年度","21000","岐阜県","","2,106,917","1,027,060","1,079,857","***","***","***"
"2003100000","2003年度","22000","静岡県","","3,773,140","1,861,708","1,911,432","***","***","***"
"2003100000","2003年度","23000","愛知県","","7,027,499","3,515,928","3,511,571","***","***","***"
"2003100000","2003年度","24000","三重県","","1,857,773","903,688","954,085","***","***","***"
"2003100000","2003年度","25000","滋賀県","","1,353,893","666,501","687,392","***","***","***"
"2003100000","2003年度","26000","京都府","","2,565,424","1,238,089","1,327,335","***","***","***"
"2003100000","2003年度","27000","大阪府","","8,651,977","4,230,586","4,421,391","***","***","***"
"2003100000","2003年度","28000","兵庫県","","5,566,566","2,688,548","2,878,018","***","***","***"
"2003100000","2003年度","29000","奈良県","","1,439,040","691,763","747,277","***","***","***"
"2003100000","2003年度","30000","和歌山県","","1,073,434","511,038","562,396","***","***","***"
"2003100000","2003年度","31000","鳥取県","","614,650","294,537","320,113","***","***","***"
"2003100000","2003年度","32000","島根県","","752,534","359,589","392,945","***","***","***"
"2003100000","2003年度","33000","岡山県","","1,957,269","943,513","1,013,756","***","***","***"
"2003100000","2003年度","34000","広島県","","2,869,555","1,389,212","1,480,343","***","***","***"
"2003100000","2003年度","35000","山口県","","1,512,333","716,177","796,156","***","***","***"
"2003100000","2003年度","36000","徳島県","","823,304","393,861","429,443","***","***","***"
"2003100000","2003年度","37000","香川県","","1,029,356","495,991","533,365","***","***","***"
"2003100000","2003年度","38000","愛媛県","","1,496,929","710,128","786,801","***","***","***"
"2003100000","2003年度","39000","高知県","","809,554","382,442","427,112","***","***","***"
"2003100000","2003年度","40000","福岡県","","5,010,859","2,385,375","2,625,484","***","***","***"
"2003100000","2003年度","41000","佐賀県","","877,040","416,405","460,635","***","***","***"
"2003100000","2003年度","42000","長崎県","","1,511,064","712,011","799,053","***","***","***"
"2003100000","2003年度","43000","熊本県","","1,862,895","881,795","981,100","***","***","***"
"2003100000","2003年度","44000","大分県","","1,227,107","580,694","646,413","***","***","***"
"2003100000","2003年度","45000","宮崎県","","1,177,455","557,372","620,083","***","***","***"
"2003100000","2003年度","46000","鹿児島県","","1,769,932","832,358","937,574","***","***","***"
"2003100000","2003年度","47000","沖縄県","","1,362,128","672,825","689,303","***","***","***"
"2002100000","2002年度","01000","北海道","","5,662,856","2,709,851","2,953,005","5,680,229","***","***"
"2002100000","2002年度","02000","青森県","","1,487,451","712,593","774,858","1,492,452","***","***"
"2002100000","2002年度","03000","岩手県","","1,411,176","681,844","729,332","1,417,211","***","***"
"2002100000","2002年度","04000","宮城県","","2,350,132","1,148,981","1,201,151","2,365,818","***","***"
"2002100000","2002年度","05000","秋田県","","1,182,025","562,929","619,096","1,186,736","***","***"
"2002100000","2002年度","06000","山形県","","1,232,578","595,976","636,602","1,239,547","***","***"
"2002100000","2002年度","07000","福島県","","2,122,613","1,036,167","1,086,446","2,135,366","***","***"
"2002100000","2002年度","08000","茨城県","","2,993,746","1,496,635","1,497,111","3,043,407","***","***"
"2002100000","2002年度","09000","栃木県","","2,005,467","997,348","1,008,119","2,036,039","***","***"
"2002100000","2002年度","10000","群馬県","","2,022,666","999,994","1,022,672","2,066,416","***","***"
"2002100000","2002年度","11000","埼玉県","","6,954,276","3,512,939","3,441,337","7,051,722","***","***"
"2002100000","2002年度","12000","千葉県","","5,978,287","3,007,770","2,970,517","6,069,103","***","***"
"2002100000","2002年度","13000","東京都","","11,996,460","5,970,143","6,026,317","12,342,328","***","***"
"2002100000","2002年度","14000","神奈川県","","8,546,857","4,332,855","4,214,002","8,689,630","***","***"
"2002100000","2002年度","15000","新潟県","","2,463,740","1,196,888","1,266,852","2,477,578","***","***"
"2002100000","2002年度","16000","富山県","","1,120,843","540,953","579,890","1,131,794","***","***"
"2002100000","2002年度","17000","石川県","","1,176,100","567,794","608,306","1,184,753","***","***"
"2002100000","2002年度","18000","福井県","","826,400","401,092","425,308","839,333","***","***"
"2002100000","2002年度","19000","山梨県","","884,170","434,873","449,297","900,576","***","***"
"2002100000","2002年度","20000","長野県","","2,202,733","1,077,267","1,125,466","2,244,690","***","***"
"2002100000","2002年度","21000","岐阜県","","2,109,185","1,028,177","1,081,008","2,151,949","***","***"
"2002100000","2002年度","22000","静岡県","","3,769,776","1,859,716","1,910,060","3,851,176","***","***"
"2002100000","2002年度","23000","愛知県","","6,998,027","3,501,584","3,496,443","7,159,176","***","***"
"2002100000","2002年度","24000","三重県","","1,858,114","904,046","954,068","1,896,082","***","***"
"2002100000","2002年度","25000","滋賀県","","1,348,241","664,171","684,070","1,373,471","***","***"
"2002100000","2002年度","26000","京都府","","2,563,773","1,238,084","1,325,689","2,620,425","***","***"
"2002100000","2002年度","27000","大阪府","","8,643,677","4,231,157","4,412,520","8,856,103","***","***"
"2002100000","2002年度","28000","兵庫県","","5,561,222","2,688,908","2,872,314","5,663,644","***","***"
"2002100000","2002年度","29000","奈良県","","1,441,971","693,500","748,471","1,452,987","***","***"
"2002100000","2002年度","30000","和歌山県","","1,079,055","514,075","564,980","1,086,165","***","***"
"2002100000","2002年度","31000","鳥取県","","615,812","295,019","320,793","620,205","***","***"
"2002100000","2002年度","32000","島根県","","756,770","361,747","395,023","761,932","***","***"
"2002100000","2002年度","33000","岡山県","","1,957,313","943,324","1,013,989","1,974,889","***","***"
"2002100000","2002年度","34000","広島県","","2,870,542","1,390,048","1,480,494","2,902,918","***","***"
"2002100000","2002年度","35000","山口県","","1,517,954","718,946","799,008","1,533,242","***","***"
"2002100000","2002年度","36000","徳島県","","827,086","395,796","431,290","832,327","***","***"
"2002100000","2002年度","37000","香川県","","1,031,185","496,913","534,272","1,038,767","***","***"
"2002100000","2002年度","38000","愛媛県","","1,502,496","712,780","789,716","1,510,400","***","***"
"2002100000","2002年度","39000","高知県","","813,237","384,295","428,942","816,695","***","***"
"2002100000","2002年度","40000","福岡県","","5,001,592","2,382,027","2,619,565","5,043,752","***","***"
"2002100000","2002年度","41000","佐賀県","","878,797","417,515","461,282","882,373","***","***"
"2002100000","2002年度","42000","長崎県","","1,516,920","715,043","801,877","1,523,400","***","***"
"2002100000","2002年度","43000","熊本県","","1,866,553","883,969","982,584","1,873,527","***","***"
"2002100000","2002年度","44000","大分県","","1,229,659","581,851","647,808","1,237,394","***","***"
"2002100000","2002年度","45000","宮崎県","","1,179,983","558,844","621,139","1,183,616","***","***"
"2002100000","2002年度","46000","鹿児島県","","1,775,636","835,072","940,564","1,780,842","***","***"
"2002100000","2002年度","47000","沖縄県","","1,353,212","668,790","684,422","1,361,273","***","***"
"2001100000","2001年度","01000","北海道","","5,667,024","2,713,662","2,953,362","5,687,173","***","***"
"2001100000","2001年度","02000","青森県","","1,492,669","715,331","777,338","1,497,440","***","***"
"2001100000","2001年度","03000","岩手県","","1,416,421","684,905","731,516","1,422,052","***","***"
"2001100000","2001年度","04000","宮城県","","2,348,465","1,149,498","1,198,967","2,363,140","***","***"
"2001100000","2001年度","05000","秋田県","","1,190,007","567,159","622,848","1,194,624","***","***"
"2001100000","2001年度","06000","山形県","","1,236,978","598,292","638,686","1,243,754","***","***"
"2001100000","2001年度","07000","福島県","","2,128,309","1,039,231","1,089,078","2,140,484","***","***"
"2001100000","2001年度","08000","茨城県","","2,995,384","1,497,753","1,497,631","3,043,750","***","***"
"2001100000","2001年度","09000","栃木県","","2,004,401","996,572","1,007,829","2,034,163","***","***"
"2001100000","2001年度","10000","群馬県","","2,021,238","999,337","1,021,901","2,064,267","***","***"
"2001100000","2001年度","11000","埼玉県","","6,926,514","3,499,679","3,426,835","7,019,279","***","***"
"2001100000","2001年度","12000","千葉県","","5,950,584","2,996,504","2,954,080","6,037,543","***","***"
